Nombre Institucion,Tipo INstitucion,Calle,Estado,Ciudad,Pagina Web,Coordenada Latitud,Coordenada Longitud
CENTRO DE CAPACITACION DE COSMETICOS UNIDAD ESTRELLA,Escuelas del sector privado dedicadas a la ense�anza de oficios,VILLA DEL REAL,Baja California,Tijuana                                                                                                       ,WWW.INSTITUTOPROGRESO.COM.MX,32.50819528,-116.8627174
CENTRO DE CAPACITACION DEL PRADO,Otros servicios educativos proporcionados por el sector privado,OTAY CONSTITUYENTES,Baja California,Tijuana                                                                                                       ,WWW.INSTITUTOPROGRESO.COM.MX,32.53082727,-116.9464586
CENTRO DE CAPACITACION PARA EL TRABAJADOR CECAPT,Escuelas del sector privado dedicadas a la ense�anza de oficios,SANTA FE,Baja California,Tijuana                                                                                                       ,WWW.INSTUTOPROGRESO.COM.MX,32.49600763,-116.9617512
CENTRO DE CAPACITACION PARA INVIDENTES TIJUANA,Escuelas del sector privado de educaci�n para necesidades especiales,LA ESCONDIDA,Baja California,Tijuana                                                                                                       ,WWW.INSTITUTOPROGRESO.COM.MX,32.50633618,-116.9811002
CENTRO DE CAPACITACION. DESARROLLO HUMANO,Otros servicios educativos proporcionados por el sector privado,ALEMAN,Baja California,Tijuana                                                                                                       ,WWW.TECTIJUANA.MX,32.53288527,-117.0610739
CENTRO DE COMUNIDAD,Servicios de profesores particulares,TECOLOTE SEGUNDA SECCION,Baja California,Tijuana                                                                                                       ,WWW.TECTIJUANA.EDU.MX,32.45000907,-116.988677
CENTRO DE CONSULTORIA,Escuelas de educaci�n media t�cnica terminal del sector privado,FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,WWW.INUE.EDU.MX,32.5147527,-117.0585525
CENTRO DE DESARROLLO COMUNITARIO COLONIA CHIHUAHUA,Escuelas de educaci�n preescolar del sector p�blico,CHIHUAHUA,Baja California,Tijuana                                                                                                       ,WWW.CHRISTIANAAC.COM.MX,32.50110214,-117.0503938
CENTRO DE DESARROLLO COMUNITARIO REFORMA,Escuelas del sector p�blico dedicadas a la ense�anza de oficios,DIVICION DEL NORTE,Baja California,Tijuana                                                                                                       ,JNPAULOFREIDEGMAIO.COM,32.46334526,-116.9558267
CENTRO DE DESARROLLO EDUCATIVO HIDALGO,Escuelas de educaci�n media superior del sector privado,22000,Baja California,Tijuana                                                                                                       ,WWW.ALBERTEIINSTEIN.MX,32.53488563,-117.0441055
CENTRO DE DESARROLLO INFANTIL CENDI,Escuelas de educaci�n preescolar del sector p�blico,GUADALUPE VICTORIA,Baja California,Tijuana                                                                                                       ,KUMON.COM.MX,32.51717432,-116.9761507
CENTRO DE DESARROLLO INFANTIL N 2,Escuelas de educaci�n preescolar del sector p�blico,ANAUHAC,Baja California,Tijuana                                                                                                       ,KUMONPLAYASDETIJUANA.COM,32.50923134,-116.9801302
CENTRO DE EDUCACION CONTINUA CEC UNIDAD TIJUANA,Escuelas de educaci�n superior del sector p�blico,INTERNACIONAL INDUSTRIAL TIJUANA,Baja California,Tijuana                                                                                                       ,WWW.KUMON.COM,32.53019152,-116.967538
CENTRO DE EDUCACION MAR DE CORTEZ,Escuelas de educaci�n superior del sector privado,LOMAS DE AGUACALIENTE,Baja California,Tijuana                                                                                                       ,WWW.KUMONMEXICO.COM.MX,32.50140816,-116.9986202
CENTRO DE EDUCACION PREESCOLAR EL CARACOL,Escuelas de educaci�n preescolar del sector p�blico,OTAY UNIVERSIDAD,Baja California,Tijuana                                                                                                       ,WWW.KUNGDOLAMA.COM,32.5254475,-116.966824
CENTRO DE ENSE�ANZA TECNICA Y SUPERIOR,Escuelas de educaci�n superior del sector privado,EL LAGO,Baja California,Tijuana                                                                                                       ,WWW.TOROLAB.ORG,32.50553624,-116.9250792
CENTRO DE ESTUDIOS BASICOS Y COMPUTACIONALES,Escuelas del sector privado que combinan diversos niveles de educaci�n,LOMAS DE MATAMOROS,Baja California,Tijuana                                                                                                       ,WWW.LAEMCENTROEVALUADOR.COM,32.5140722,-116.8758059
CENTRO DE ESTUDIOS DE MECANICA AUTOMOTRIZ Y DIESEL,Escuelas del sector privado dedicadas a la ense�anza de oficios,ANEXA BUENA VISTA,Baja California,Tijuana                                                                                                       ,LOSDANZANTES.COM,32.52261176,-116.9882148
CENTRO DE ESTUDIOS SUPERIORES A DISTANCIA DEL PACIFICO,Escuelas de educaci�n superior del sector privado,ZONA RIO,Baja California,Tijuana                                                                                                       ,WWW.LEC.MX,32.5269072,-117.0230884
CENTRO DE ESTUDIOS SUPERIORES A DISTANCIA DEL PACIFICO,Escuelas de educaci�n superior del sector privado,LOS ESPAOLES,Baja California,Tijuana                                                                                                       ,WWW.GRUPOMDKOBRERA.COM,32.50971118,-116.975994
CENTRO DE ESTUDIOS TECNICOS DE TIJUANA CETT,Escuelas de educaci�n media superior del sector privado,GAS Y ANEXAS,Baja California,Tijuana                                                                                                       ,WWW.MONTESSORIMERAKI.COM,32.49904454,-116.9663867
CENTRO DE ESTUDIOS TECNOLOGICO E INDUSTRIAL Y DE SERVICIOS 58,Escuelas de educaci�n media superior del sector p�blico,NUEVA TIJUANA,Baja California,Tijuana                                                                                                       ,WWW.MOONART,32.53728959,-116.9270542
CENTRO DE ESTUDIOS VIRGINIA ANDERSON,Escuelas de educaci�n t�cnica superior del sector privado,FIDEL VELAZQUEZ,Baja California,Tijuana                                                                                                       ,MVPACADEMY.MX,32.46732392,-116.9166161
CENTRO DE FORMACION INTEGRAL LA SALLE,Escuelas del sector privado que combinan diversos niveles de educaci�n,CENTRO,Baja California,Tijuana                                                                                                       ,WWW.EDUCACIONBC.MX,32.52686323,-117.0287258
CENTRO DE IDIOMAS DE TIJUANA,Escuelas de idiomas del sector privado,LAS PALMAS,Baja California,Tijuana                                                                                                       ,WWW.PASITOS.ORG,32.50181568,-116.9879993
CENTRO DE INICIACION DE KARATE,Escuelas de deporte del sector p�blico,IMDET TIJUANA AYUNTAMIENTO,Baja California,Tijuana                                                                                                       ,WWW.PIANOTUNEUP.COM,32.52851442,-117.0133557
CENTRO DE INTEGRACI�N LA SALLE,Escuelas del sector privado que combinan diversos niveles de educaci�n,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,WWW.PIROUETTEROSARITO.COM,32.52688834,-117.0280372
CENTRO DE INVESTIGACION Y DESARROLLO DE TECNOLOGIA DIGITAL CITEDI,Escuelas de educaci�n superior del sector p�blico,MESA DE OTAY,Baja California,Tijuana                                                                                                       ,COBACHBC.EDU.MX,32.53699918,-116.9437562
CENTRO DE INVESTIGACION Y ESPECIALIDADES ODONTOLOGICAS TIJUANA,Escuelas de educaci�n superior del sector privado,ZONA URBANA RIO TIJUANA,Baja California,Tijuana                                                                                                       ,WWW.POLITECNICOBC.COM,32.52422058,-117.019518
CENTRO DE MAESTROS TIJUANA 1 DIR FORMACION CONTINUA,Otros servicios educativos proporcionados por el sector p�blico,AVIACION,Baja California,Tijuana                                                                                                       ,WWW.MANITASMAGICAS.ORG,32.51387532,-116.999799
CENTRO DE VINCULACION Y DESARROLLO REGIONAL TIJUANA CVDR,Escuelas de educaci�n superior del sector p�blico,MESA DE OTAY,Baja California,Tijuana                                                                                                       ,WWW.CECYTEBCE.EDUC.MX,32.53699918,-116.9437562
